acoustic_scene,event_list
restaurant,"['cooking', 'chairsmoving', 'doorclose', 'footsteps', 'doorclose', 'cooking', 'laughter', 'doorclose', 'speech', 'doorclose', 'speech', 'laughter']"
restaurant,"['doorclose', 'laughter', 'footsteps', 'laughter', 'speech', 'cooking', 'cooking', 'speech', 'chairsmoving', 'chairsmoving', 'laughter', 'laughter', 'footsteps', 'footsteps', 'footsteps', 'cooking', 'chairsmoving', 'speech', 'speech', 'speech']"
restaurant,"['footsteps', 'doorclose', 'chairsmoving', 'cooking', 'laughter', 'speech', 'doorclose', 'footsteps', 'speech', 'laughter', 'doorclose', 'chairsmoving', 'cooking', 'laughter', 'footsteps']"
restaurant,"['chairsmoving', 'footsteps', 'chairsmoving', 'cooking', 'speech', 'cooking', 'footsteps', 'speech', 'speech', 'chairsmoving', 'chairsmoving', 'laughter', 'laughter', 'laughter', 'footsteps', 'cooking', 'doorclose', 'chairsmoving', 'doorclose']"
restaurant,"['speech', 'speech', 'footsteps', 'footsteps', 'doorclose', 'chairsmoving', 'doorclose', 'footsteps', 'speech', 'cooking', 'footsteps', 'doorclose', 'chairsmoving', 'footsteps', 'laughter', 'speech', 'chairsmoving', 'chairsmoving', 'speech']"
restaurant,"['speech', 'speech', 'footsteps', 'footsteps', 'doorclose', 'chairsmoving', 'doorclose', 'footsteps', 'speech', 'cooking', 'footsteps', 'doorclose', 'chairsmoving', 'footsteps', 'laughter', 'speech', 'chairsmoving', 'chairsmoving', 'speech']"
restaurant,"['speech', 'speech', 'footsteps', 'footsteps', 'doorclose', 'chairsmoving', 'doorclose', 'footsteps', 'speech', 'cooking', 'footsteps', 'doorclose', 'chairsmoving', 'footsteps', 'laughter', 'speech', 'chairsmoving', 'chairsmoving', 'speech']"
restaurant,"['footsteps', 'speech', 'footsteps', 'footsteps', 'doorclose', 'laughter', 'laughter', 'chairsmoving', 'speech', 'cooking']"
restaurant,"['laughter', 'doorclose', 'laughter', 'doorclose', 'chairsmoving', 'speech', 'doorclose', 'speech', 'chairsmoving', 'laughter', 'doorclose', 'cooking', 'cooking', 'speech', 'cooking', 'speech', 'laughter', 'laughter']"
restaurant,"['cooking', 'speech', 'laughter', 'laughter', 'laughter', 'speech', 'laughter', 'cooking', 'laughter', 'chairsmoving', 'footsteps', 'chairsmoving', 'laughter']"
restaurant,"['cooking', 'speech', 'chairsmoving', 'cooking', 'speech', 'speech', 'cooking', 'laughter', 'footsteps', 'laughter', 'cooking', 'doorclose', 'cooking', 'cooking', 'chairsmoving', 'speech', 'speech', 'chairsmoving']"
restaurant,"['footsteps', 'laughter', 'cooking', 'cooking', 'chairsmoving', 'speech', 'cooking', 'cooking']"
restaurant,"['speech', 'speech', 'footsteps', 'speech', 'speech', 'footsteps', 'doorclose', 'laughter', 'laughter']"
restaurant,"['footsteps', 'speech', 'footsteps', 'footsteps', 'doorclose', 'laughter', 'laughter', 'chairsmoving', 'speech', 'cooking']"
restaurant,"['laughter', 'doorclose', 'laughter', 'doorclose', 'chairsmoving', 'speech', 'doorclose', 'speech', 'chairsmoving', 'laughter', 'doorclose', 'cooking', 'cooking', 'speech', 'cooking', 'speech', 'laughter', 'laughter']"
restaurant,"['cooking', 'speech', 'laughter', 'laughter', 'laughter', 'speech', 'laughter', 'cooking', 'laughter', 'chairsmoving', 'footsteps', 'chairsmoving', 'laughter']"
restaurant,"['footsteps', 'laughter', 'cooking', 'cooking', 'chairsmoving', 'speech', 'cooking', 'cooking']"
restaurant,"['cooking', 'cooking', 'laughter']"
restaurant,['laughter']
restaurant,"['cooking', 'speech', 'chairsmoving', 'cooking', 'speech', 'speech', 'cooking', 'laughter', 'footsteps', 'laughter', 'cooking', 'doorclose', 'cooking', 'cooking', 'chairsmoving', 'speech', 'speech', 'chairsmoving']"
restaurant,"['doorclose', 'speech', 'doorclose', 'laughter', 'chairsmoving', 'chairsmoving', 'laughter', 'footsteps', 'cooking', 'chairsmoving', 'chairsmoving']"
restaurant,"['footsteps', 'laughter', 'cooking', 'cooking', 'chairsmoving', 'speech', 'cooking', 'cooking']"
restaurant,"['doorclose', 'laughter', 'cooking']"
restaurant,"['speech', 'speech', 'footsteps', 'speech', 'speech', 'footsteps', 'doorclose', 'laughter', 'laughter']"
restaurant,"['speech', 'laughter', 'doorclose', 'laughter', 'laughter', 'cooking', 'cooking', 'doorclose', 'chairsmoving', 'speech', 'footsteps', 'speech', 'speech', 'footsteps', 'cooking', 'doorclose', 'speech', 'speech', 'cooking', 'footsteps']"
restaurant,"['footsteps', 'doorclose', 'footsteps', 'doorclose', 'laughter', 'speech', 'laughter', 'laughter', 'footsteps', 'speech', 'laughter', 'chairsmoving', 'chairsmoving']"
restaurant,"['laughter', 'chairsmoving', 'speech', 'cooking', 'laughter', 'laughter', 'speech', 'doorclose', 'laughter', 'laughter', 'speech', 'footsteps', 'chairsmoving', 'chairsmoving']"
restaurant,"['doorclose', 'doorclose', 'cooking', 'footsteps']"
restaurant,"['chairsmoving', 'chairsmoving']"
restaurant,"['speech', 'speech', 'chairsmoving', 'cooking', 'doorclose', 'doorclose', 'cooking', 'laughter', 'speech', 'chairsmoving', 'laughter', 'laughter']"
restaurant,"['chairsmoving', 'chairsmoving', 'doorclose', 'speech']"
restaurant,"['laughter', 'laughter', 'laughter', 'footsteps', 'doorclose', 'laughter', 'doorclose', 'laughter']"
restaurant,"['speech', 'laughter', 'doorclose', 'laughter', 'laughter', 'cooking', 'cooking', 'doorclose', 'chairsmoving', 'speech', 'footsteps', 'speech', 'speech', 'footsteps', 'cooking', 'doorclose', 'speech', 'speech', 'cooking', 'footsteps']"
restaurant,"['doorclose', 'chairsmoving', 'cooking', 'footsteps', 'cooking', 'doorclose', 'cooking', 'laughter', 'cooking', 'doorclose', 'cooking', 'speech', 'footsteps', 'footsteps', 'footsteps', 'doorclose', 'speech', 'doorclose']"
restaurant,"['footsteps', 'doorclose', 'footsteps', 'doorclose', 'laughter', 'speech', 'laughter', 'laughter', 'footsteps', 'speech', 'laughter', 'chairsmoving', 'chairsmoving']"
restaurant,"['laughter', 'laughter', 'laughter', 'footsteps', 'doorclose', 'laughter', 'doorclose', 'laughter']"
restaurant,"['footsteps', 'doorclose', 'footsteps', 'doorclose', 'laughter', 'speech', 'laughter', 'laughter', 'footsteps', 'speech', 'laughter', 'chairsmoving', 'chairsmoving']"
restaurant,"['laughter', 'doorclose', 'chairsmoving', 'laughter', 'doorclose', 'doorclose', 'laughter']"
restaurant,"['cooking', 'doorclose', 'chairsmoving', 'doorclose', 'footsteps', 'laughter', 'laughter']"
restaurant,"['speech', 'speech', 'doorclose', 'footsteps', 'cooking', 'doorclose', 'laughter', 'cooking', 'chairsmoving', 'speech', 'speech', 'laughter', 'laughter', 'footsteps', 'laughter', 'footsteps', 'laughter', 'laughter']"
restaurant,"['doorclose', 'footsteps', 'doorclose', 'chairsmoving', 'cooking', 'laughter', 'footsteps', 'speech', 'doorclose', 'chairsmoving', 'footsteps', 'laughter', 'footsteps', 'laughter', 'chairsmoving', 'doorclose', 'cooking', 'chairsmoving']"
restaurant,"['footsteps', 'cooking', 'cooking', 'laughter', 'laughter', 'speech', 'cooking', 'cooking', 'chairsmoving', 'chairsmoving', 'chairsmoving', 'chairsmoving', 'doorclose', 'chairsmoving', 'cooking', 'laughter', 'speech', 'doorclose', 'footsteps', 'footsteps']"
restaurant,"['speech', 'speech', 'doorclose', 'footsteps', 'cooking', 'doorclose', 'laughter', 'cooking', 'chairsmoving', 'speech', 'speech', 'laughter', 'laughter', 'footsteps', 'laughter', 'footsteps', 'laughter', 'laughter']"
restaurant,"['doorclose', 'footsteps', 'doorclose', 'chairsmoving', 'cooking', 'laughter', 'footsteps', 'speech', 'doorclose', 'chairsmoving', 'footsteps', 'laughter', 'footsteps', 'laughter', 'chairsmoving', 'doorclose', 'cooking', 'chairsmoving']"
restaurant,"['footsteps', 'cooking', 'cooking', 'laughter', 'laughter', 'speech', 'cooking', 'cooking', 'chairsmoving', 'chairsmoving', 'chairsmoving', 'chairsmoving', 'doorclose', 'chairsmoving', 'cooking', 'laughter', 'speech', 'doorclose', 'footsteps', 'footsteps']"
restaurant,"['laughter', 'doorclose', 'chairsmoving', 'laughter', 'doorclose', 'doorclose', 'laughter']"
restaurant,"['footsteps', 'chairsmoving', 'cooking', 'chairsmoving', 'chairsmoving', 'speech', 'footsteps', 'cooking', 'cooking', 'footsteps', 'speech', 'chairsmoving', 'speech', 'speech']"
restaurant,"['speech', 'speech', 'doorclose', 'footsteps', 'cooking', 'doorclose', 'laughter', 'cooking', 'chairsmoving', 'speech', 'speech', 'laughter', 'laughter', 'footsteps', 'laughter', 'footsteps', 'laughter', 'laughter']"
restaurant,"['doorclose', 'footsteps', 'doorclose', 'chairsmoving', 'cooking', 'laughter', 'footsteps', 'speech', 'doorclose', 'chairsmoving', 'footsteps', 'laughter', 'footsteps', 'laughter', 'chairsmoving', 'doorclose', 'cooking', 'chairsmoving']"
restaurant,"['footsteps', 'cooking', 'cooking', 'laughter', 'laughter', 'speech', 'cooking', 'cooking', 'chairsmoving', 'chairsmoving', 'chairsmoving', 'chairsmoving', 'doorclose', 'chairsmoving', 'cooking', 'laughter', 'speech', 'doorclose', 'footsteps', 'footsteps']"
restaurant,"['laughter', 'cooking', 'chairsmoving', 'speech', 'footsteps', 'footsteps', 'cooking', 'cooking', 'laughter', 'chairsmoving', 'footsteps', 'laughter']"
restaurant,"['laughter', 'speech', 'cooking', 'chairsmoving', 'laughter', 'cooking', 'speech', 'speech', 'speech', 'chairsmoving', 'doorclose', 'chairsmoving', 'cooking', 'doorclose', 'chairsmoving', 'footsteps']"
restaurant,"['speech', 'cooking', 'doorclose', 'chairsmoving', 'chairsmoving', 'footsteps', 'speech', 'doorclose', 'speech', 'laughter', 'doorclose', 'cooking', 'doorclose']"
restaurant,"['chairsmoving', 'doorclose', 'chairsmoving', 'chairsmoving', 'footsteps', 'doorclose', 'laughter', 'doorclose', 'cooking', 'chairsmoving', 'laughter', 'cooking', 'footsteps', 'laughter', 'chairsmoving', 'cooking', 'laughter', 'footsteps', 'doorclose']"
restaurant,"['footsteps', 'chairsmoving', 'speech', 'speech', 'footsteps', 'speech', 'footsteps', 'cooking', 'chairsmoving', 'cooking', 'laughter', 'laughter', 'doorclose', 'footsteps', 'cooking', 'cooking', 'laughter', 'laughter', 'footsteps']"
supermarket,"['checkoutbeeps', 'trolley', 'money', 'footsteps', 'trolley', 'switch', 'trolley', 'footsteps', 'footsteps', 'footsteps']"
supermarket,"['footsteps', 'bagrustle', 'switch', 'trolley', 'switch', 'footsteps', 'switch', 'switch', 'checkoutbeeps', 'checkoutbeeps', 'checkoutbeeps', 'money', 'bagrustle']"
supermarket,"['money', 'bagrustle', 'trolley', 'trolley', 'trolley', 'bagrustle', 'trolley', 'money', 'money', 'bagrustle', 'trolley', 'trolley', 'money', 'trolley', 'trolley']"
supermarket,"['checkoutbeeps', 'money', 'money', 'trolley', 'trolley', 'bagrustle', 'footsteps', 'money', 'trolley']"
supermarket,"['checkoutbeeps', 'trolley', 'money', 'footsteps', 'trolley', 'switch', 'trolley', 'footsteps', 'footsteps', 'footsteps']"
supermarket,"['footsteps', 'bagrustle', 'switch', 'trolley', 'switch', 'footsteps', 'switch', 'switch', 'checkoutbeeps', 'checkoutbeeps', 'checkoutbeeps', 'money', 'bagrustle']"
supermarket,"['money', 'bagrustle', 'trolley', 'trolley', 'trolley', 'bagrustle', 'trolley', 'money', 'money', 'bagrustle', 'trolley', 'trolley', 'money', 'trolley', 'trolley']"
supermarket,"['checkoutbeeps', 'money', 'money', 'trolley', 'trolley', 'bagrustle', 'footsteps', 'money', 'trolley']"
supermarket,"['money', 'switch', 'money', 'switch', 'trolley', 'bagrustle', 'bagrustle', 'trolley', 'bagrustle', 'money', 'trolley', 'checkoutbeeps', 'money']"
supermarket,"['trolley', 'bagrustle', 'checkoutbeeps', 'footsteps', 'checkoutbeeps', 'bagrustle', 'checkoutbeeps', 'switch', 'trolley', 'footsteps', 'money', 'switch', 'bagrustle', 'footsteps', 'bagrustle']"
supermarket,"['footsteps', 'money', 'money', 'money', 'footsteps', 'bagrustle', 'bagrustle', 'switch', 'money', 'money', 'switch', 'checkoutbeeps', 'switch', 'money', 'bagrustle']"
supermarket,"['bagrustle', 'checkoutbeeps', 'bagrustle', 'money', 'switch', 'checkoutbeeps', 'bagrustle', 'footsteps']"
supermarket,"['money', 'switch', 'money', 'switch', 'trolley', 'bagrustle', 'bagrustle', 'trolley', 'bagrustle', 'money', 'trolley', 'checkoutbeeps', 'money']"
supermarket,"['trolley', 'bagrustle', 'checkoutbeeps', 'footsteps', 'checkoutbeeps', 'bagrustle', 'checkoutbeeps', 'switch', 'trolley', 'footsteps', 'money', 'switch', 'bagrustle', 'footsteps', 'bagrustle']"
supermarket,"['footsteps', 'money', 'money', 'money', 'footsteps', 'bagrustle', 'bagrustle', 'switch', 'money', 'money', 'switch', 'checkoutbeeps', 'switch', 'money', 'bagrustle']"
supermarket,"['bagrustle', 'checkoutbeeps', 'bagrustle', 'money', 'switch', 'checkoutbeeps', 'bagrustle', 'footsteps']"
supermarket,"['bagrustle', 'checkoutbeeps', 'switch', 'money', 'trolley', 'bagrustle', 'switch', 'switch', 'footsteps', 'money', 'trolley', 'footsteps', 'bagrustle', 'checkoutbeeps', 'trolley', 'footsteps']"
supermarket,"['money', 'checkoutbeeps', 'money', 'bagrustle', 'switch', 'bagrustle', 'bagrustle', 'trolley', 'bagrustle', 'trolley', 'money', 'switch', 'footsteps', 'money', 'bagrustle', 'switch', 'trolley']"
supermarket,"['checkoutbeeps', 'bagrustle', 'footsteps', 'switch', 'footsteps', 'money', 'trolley', 'switch', 'footsteps', 'checkoutbeeps', 'bagrustle', 'footsteps', 'money', 'footsteps', 'bagrustle']"
supermarket,"['switch', 'money', 'footsteps', 'bagrustle', 'footsteps', 'checkoutbeeps', 'bagrustle', 'footsteps']"
supermarket,"['switch', 'money', 'money', 'checkoutbeeps', 'trolley', 'footsteps', 'bagrustle', 'footsteps', 'footsteps', 'switch', 'switch', 'trolley', 'footsteps', 'footsteps', 'money', 'footsteps']"
supermarket,"['bagrustle', 'footsteps', 'money', 'bagrustle', 'checkoutbeeps', 'switch', 'bagrustle', 'checkoutbeeps', 'checkoutbeeps', 'trolley', 'trolley', 'bagrustle', 'trolley']"
supermarket,"['money', 'checkoutbeeps', 'money', 'bagrustle', 'switch', 'bagrustle', 'bagrustle', 'trolley', 'bagrustle', 'trolley', 'money', 'switch', 'footsteps', 'money', 'bagrustle', 'switch', 'trolley']"
supermarket,"['checkoutbeeps', 'bagrustle', 'footsteps', 'switch', 'footsteps', 'money', 'trolley', 'switch', 'footsteps', 'checkoutbeeps', 'bagrustle', 'footsteps', 'money', 'footsteps', 'bagrustle']"
supermarket,"['checkoutbeeps', 'footsteps', 'footsteps', 'bagrustle']"
supermarket,"['bagrustle', 'footsteps', 'money']"
supermarket,"['trolley', 'bagrustle', 'bagrustle', 'footsteps', 'money']"
supermarket,"['bagrustle', 'switch', 'footsteps', 'money', 'switch']"
supermarket,"['switch', 'money', 'footsteps', 'bagrustle', 'footsteps', 'checkoutbeeps', 'bagrustle', 'footsteps']"
supermarket,"['switch', 'money', 'money', 'checkoutbeeps', 'trolley', 'footsteps', 'bagrustle', 'footsteps', 'footsteps', 'switch', 'switch', 'trolley', 'footsteps', 'footsteps', 'money', 'footsteps']"
supermarket,"['checkoutbeeps', 'bagrustle', 'trolley', 'checkoutbeeps', 'trolley', 'money', 'money', 'checkoutbeeps']"
supermarket,"['bagrustle', 'footsteps', 'money', 'bagrustle', 'checkoutbeeps', 'switch', 'bagrustle', 'checkoutbeeps', 'checkoutbeeps', 'trolley', 'trolley', 'bagrustle', 'trolley']"
supermarket,"['checkoutbeeps', 'footsteps', 'footsteps', 'bagrustle']"
supermarket,"['bagrustle', 'footsteps', 'money']"
supermarket,"['checkoutbeeps', 'bagrustle', 'footsteps', 'trolley', 'trolley', 'footsteps', 'footsteps', 'bagrustle', 'switch', 'bagrustle', 'bagrustle', 'switch', 'footsteps', 'checkoutbeeps', 'footsteps', 'checkoutbeeps', 'trolley']"
supermarket,"['checkoutbeeps', 'bagrustle', 'checkoutbeeps', 'checkoutbeeps', 'money', 'checkoutbeeps', 'bagrustle', 'checkoutbeeps', 'checkoutbeeps', 'checkoutbeeps', 'switch']"
supermarket,"['checkoutbeeps', 'trolley', 'bagrustle', 'switch', 'money', 'footsteps', 'bagrustle', 'checkoutbeeps', 'money', 'bagrustle', 'money', 'trolley', 'bagrustle', 'switch', 'checkoutbeeps', 'footsteps', 'switch', 'footsteps', 'bagrustle']"
supermarket,"['money', 'bagrustle', 'money', 'checkoutbeeps', 'footsteps', 'bagrustle', 'switch', 'checkoutbeeps', 'switch', 'bagrustle', 'bagrustle']"
supermarket,"['trolley', 'checkoutbeeps', 'switch', 'footsteps', 'checkoutbeeps', 'trolley', 'footsteps', 'bagrustle', 'bagrustle', 'bagrustle', 'switch', 'money', 'money', 'bagrustle', 'trolley', 'switch']"
supermarket,"['bagrustle', 'switch', 'money', 'money', 'checkoutbeeps', 'switch', 'footsteps', 'footsteps', 'trolley', 'trolley', 'trolley', 'bagrustle', 'switch', 'checkoutbeeps', 'bagrustle', 'checkoutbeeps']"
supermarket,"['footsteps', 'bagrustle', 'money', 'switch', 'trolley', 'checkoutbeeps', 'money', 'bagrustle', 'footsteps', 'money', 'switch', 'trolley']"
supermarket,"['bagrustle', 'switch', 'money', 'money', 'checkoutbeeps', 'switch', 'footsteps', 'footsteps', 'trolley', 'trolley', 'trolley', 'bagrustle', 'switch', 'checkoutbeeps', 'bagrustle', 'checkoutbeeps']"
supermarket,"['checkoutbeeps', 'switch', 'switch', 'bagrustle', 'trolley', 'footsteps', 'bagrustle', 'switch', 'footsteps', 'bagrustle', 'bagrustle', 'bagrustle', 'switch', 'money', 'checkoutbeeps', 'money', 'trolley']"
supermarket,"['footsteps', 'checkoutbeeps', 'footsteps', 'checkoutbeeps', 'trolley', 'switch', 'money', 'bagrustle', 'footsteps', 'bagrustle', 'footsteps', 'switch', 'trolley', 'money', 'bagrustle', 'trolley']"
supermarket,"['bagrustle', 'bagrustle', 'footsteps', 'trolley', 'money', 'checkoutbeeps', 'bagrustle', 'checkoutbeeps', 'trolley', 'switch', 'switch', 'money', 'footsteps', 'checkoutbeeps', 'trolley', 'bagrustle', 'checkoutbeeps', 'trolley']"
supermarket,"['bagrustle', 'switch', 'bagrustle', 'checkoutbeeps', 'checkoutbeeps', 'switch', 'footsteps', 'footsteps', 'money']"
supermarket,"['footsteps', 'bagrustle', 'money', 'switch', 'trolley', 'checkoutbeeps', 'money', 'bagrustle', 'footsteps', 'money', 'switch', 'trolley']"
supermarket,"['footsteps', 'footsteps', 'money', 'trolley', 'switch', 'footsteps', 'checkoutbeeps', 'money', 'trolley', 'checkoutbeeps', 'bagrustle', 'money', 'bagrustle', 'money', 'footsteps', 'bagrustle', 'bagrustle', 'money']"
supermarket,"['money', 'footsteps', 'trolley', 'bagrustle', 'money', 'bagrustle', 'trolley', 'footsteps', 'trolley', 'bagrustle', 'bagrustle', 'checkoutbeeps', 'money', 'checkoutbeeps', 'money', 'trolley', 'footsteps', 'switch', 'trolley', 'trolley']"
supermarket,"['money', 'bagrustle', 'switch', 'switch', 'footsteps', 'footsteps', 'footsteps', 'bagrustle', 'switch', 'bagrustle', 'checkoutbeeps', 'trolley', 'footsteps', 'footsteps', 'bagrustle', 'switch', 'switch', 'switch', 'money']"
supermarket,"['checkoutbeeps', 'bagrustle', 'checkoutbeeps', 'switch', 'money', 'bagrustle', 'trolley', 'switch', 'footsteps', 'checkoutbeeps', 'bagrustle', 'money', 'switch', 'checkoutbeeps', 'bagrustle', 'trolley', 'checkoutbeeps', 'switch', 'switch']"
supermarket,"['money', 'footsteps', 'trolley', 'bagrustle', 'money', 'bagrustle', 'trolley', 'footsteps', 'trolley', 'bagrustle', 'bagrustle', 'checkoutbeeps', 'money', 'checkoutbeeps', 'money', 'trolley', 'footsteps', 'switch', 'trolley', 'trolley']"
supermarket,"['bagrustle', 'checkoutbeeps', 'money', 'switch', 'switch', 'bagrustle', 'switch', 'switch', 'trolley']"
supermarket,"['money', 'bagrustle', 'switch', 'switch', 'footsteps', 'footsteps', 'footsteps', 'bagrustle', 'switch', 'bagrustle', 'checkoutbeeps', 'trolley', 'footsteps', 'footsteps', 'bagrustle', 'switch', 'switch', 'switch', 'money']"
supermarket,"['checkoutbeeps', 'bagrustle', 'checkoutbeeps', 'switch', 'money', 'bagrustle', 'trolley', 'switch', 'footsteps', 'checkoutbeeps', 'bagrustle', 'money', 'switch', 'checkoutbeeps', 'bagrustle', 'trolley', 'checkoutbeeps', 'switch', 'switch']"
supermarket,"['money', 'checkoutbeeps', 'trolley', 'checkoutbeeps', 'switch', 'bagrustle', 'bagrustle', 'switch', 'money', 'checkoutbeeps', 'bagrustle', 'checkoutbeeps', 'footsteps', 'checkoutbeeps', 'bagrustle', 'checkoutbeeps', 'switch', 'bagrustle', 'checkoutbeeps', 'checkoutbeeps']"
supermarket,"['checkoutbeeps', 'switch', 'bagrustle', 'footsteps', 'checkoutbeeps', 'trolley', 'bagrustle', 'money', 'bagrustle', 'switch', 'bagrustle', 'footsteps', 'checkoutbeeps', 'trolley', 'switch', 'checkoutbeeps']"
supermarket,"['trolley', 'checkoutbeeps', 'checkoutbeeps', 'footsteps', 'footsteps', 'switch', 'trolley', 'money', 'footsteps', 'switch', 'switch']"
supermarket,"['footsteps', 'trolley', 'bagrustle', 'switch', 'footsteps', 'bagrustle', 'bagrustle', 'footsteps', 'switch', 'footsteps', 'checkoutbeeps', 'money', 'checkoutbeeps', 'switch', 'trolley', 'footsteps', 'bagrustle', 'footsteps', 'money', 'bagrustle']"
supermarket,"['money', 'checkoutbeeps', 'trolley', 'checkoutbeeps', 'switch', 'bagrustle', 'bagrustle', 'switch', 'money', 'checkoutbeeps', 'bagrustle', 'checkoutbeeps', 'footsteps', 'checkoutbeeps', 'bagrustle', 'checkoutbeeps', 'switch', 'bagrustle', 'checkoutbeeps', 'checkoutbeeps']"
supermarket,"['switch', 'footsteps', 'bagrustle', 'footsteps', 'switch', 'footsteps', 'checkoutbeeps', 'switch', 'checkoutbeeps', 'money', 'checkoutbeeps', 'checkoutbeeps', 'bagrustle', 'money', 'switch']"
supermarket,"['checkoutbeeps', 'switch', 'bagrustle', 'footsteps', 'checkoutbeeps', 'trolley', 'bagrustle', 'money', 'bagrustle', 'switch', 'bagrustle', 'footsteps', 'checkoutbeeps', 'trolley', 'switch', 'checkoutbeeps']"
supermarket,"['trolley', 'checkoutbeeps', 'checkoutbeeps', 'footsteps', 'footsteps', 'switch', 'trolley', 'money', 'footsteps', 'switch', 'switch']"
supermarket,"['money', 'bagrustle', 'bagrustle', 'footsteps', 'trolley', 'switch', 'trolley', 'switch', 'footsteps', 'footsteps', 'switch', 'footsteps', 'switch', 'footsteps', 'switch']"
supermarket,"['checkoutbeeps', 'checkoutbeeps', 'checkoutbeeps', 'switch', 'bagrustle']"
supermarket,"['footsteps', 'trolley', 'bagrustle', 'switch', 'footsteps', 'bagrustle', 'bagrustle', 'footsteps', 'switch', 'footsteps', 'checkoutbeeps', 'money', 'checkoutbeeps', 'switch', 'trolley', 'footsteps', 'bagrustle', 'footsteps', 'money', 'bagrustle']"
tube,"['train', 'speech', 'phone', 'train', 'footsteps', 'speech', 'mindthegap', 'speech', 'speech', 'slidingDoorclose', 'bagrustle']"
tube,"['train', 'speech', 'phone', 'train', 'footsteps', 'speech', 'mindthegap', 'speech', 'speech', 'slidingDoorclose', 'bagrustle']"
tube,"['mindthegap', 'footsteps', 'bagrustle', 'mindthegap', 'speech', 'speech', 'footsteps', 'speech', 'speech', 'bagrustle', 'slidingDoorclose', 'speech', 'train', 'bagrustle', 'phone']"
tube,"['footsteps', 'phone', 'footsteps', 'train']"
tube,"['phone', 'phone', 'phone', 'speech']"
tube,"['train', 'bagrustle', 'mindthegap', 'train', 'speech', 'speech', 'phone', 'slidingDoorclose', 'slidingDoorclose', 'phone', 'mindthegap', 'speech', 'mindthegap']"
tube,"['train', 'footsteps', 'bagrustle', 'mindthegap', 'train', 'mindthegap', 'slidingDoorclose', 'phone', 'slidingDoorclose', 'slidingDoorclose', 'bagrustle', 'speech', 'slidingDoorclose', 'mindthegap']"
tube,"['footsteps', 'train', 'phone', 'speech', 'phone', 'phone', 'train', 'bagrustle', 'train', 'train', 'speech', 'speech', 'train', 'slidingDoorclose', 'slidingDoorclose', 'footsteps', 'slidingDoorclose', 'speech', 'mindthegap', 'phone']"
tube,"['mindthegap', 'footsteps', 'train', 'bagrustle', 'speech', 'mindthegap', 'slidingDoorclose', 'bagrustle', 'phone', 'train', 'phone', 'bagrustle', 'speech', 'speech', 'slidingDoorclose', 'train', 'speech', 'footsteps', 'speech', 'slidingDoorclose', 'speech']"
tube,"['train', 'footsteps', 'bagrustle', 'mindthegap', 'train', 'mindthegap', 'slidingDoorclose', 'phone', 'slidingDoorclose', 'slidingDoorclose', 'bagrustle', 'speech', 'slidingDoorclose', 'mindthegap']"
tube,"['footsteps', 'train', 'phone', 'speech', 'phone', 'phone', 'train', 'bagrustle', 'train', 'train', 'speech', 'speech', 'train', 'slidingDoorclose', 'slidingDoorclose', 'footsteps', 'slidingDoorclose', 'speech', 'mindthegap', 'phone']"
tube,"['mindthegap', 'footsteps', 'train', 'bagrustle', 'speech', 'mindthegap', 'slidingDoorclose', 'bagrustle', 'phone', 'train', 'phone', 'bagrustle', 'speech', 'speech', 'slidingDoorclose', 'train', 'speech', 'footsteps', 'speech', 'slidingDoorclose', 'speech']"
tube,"['speech', 'train', 'slidingDoorclose', 'phone', 'footsteps', 'speech', 'train', 'bagrustle', 'footsteps', 'speech', 'footsteps', 'speech', 'phone', 'slidingDoorclose']"
tube,"['bagrustle', 'mindthegap', 'bagrustle', 'speech', 'slidingDoorclose', 'speech', 'slidingDoorclose', 'phone', 'speech', 'slidingDoorclose', 'phone']"
tube,"['footsteps', 'bagrustle', 'slidingDoorclose', 'speech', 'mindthegap', 'mindthegap', 'train', 'bagrustle', 'slidingDoorclose', 'train', 'train', 'bagrustle', 'mindthegap', 'bagrustle', 'slidingDoorclose', 'bagrustle', 'mindthegap', 'slidingDoorclose', 'train']"
tube,"['bagrustle', 'footsteps', 'train']"
tube,"['speech', 'train', 'slidingDoorclose', 'phone', 'footsteps', 'speech', 'train', 'bagrustle', 'footsteps', 'speech', 'footsteps', 'speech', 'phone', 'slidingDoorclose']"
tube,"['bagrustle', 'mindthegap', 'bagrustle', 'speech', 'slidingDoorclose', 'speech', 'slidingDoorclose', 'phone', 'speech', 'slidingDoorclose', 'phone']"
tube,"['footsteps', 'bagrustle', 'slidingDoorclose', 'speech', 'mindthegap', 'mindthegap', 'train', 'bagrustle', 'slidingDoorclose', 'train', 'train', 'bagrustle', 'mindthegap', 'bagrustle', 'slidingDoorclose', 'bagrustle', 'mindthegap', 'slidingDoorclose', 'train']"
tube,"['bagrustle', 'footsteps', 'train']"
tube,"['bagrustle', 'train', 'footsteps', 'train', 'slidingDoorclose', 'slidingDoorclose', 'footsteps', 'speech', 'speech']"
tube,"['bagrustle', 'train', 'footsteps', 'train', 'slidingDoorclose', 'slidingDoorclose', 'footsteps', 'speech', 'speech']"
tube,"['footsteps', 'slidingDoorclose', 'train', 'slidingDoorclose', 'phone', 'train', 'slidingDoorclose', 'footsteps', 'phone']"
tube,"['slidingDoorclose', 'bagrustle', 'footsteps', 'bagrustle', 'mindthegap', 'train', 'bagrustle', 'speech', 'footsteps', 'slidingDoorclose']"
