lake,motorbike,mindthegap,speech,laughter,footstepsongrass,keylock,switch,trolley,keys,knock,train,cooking,cough,pushbike,doorslam,buspassby,checkoutbeeps,drawer,phone,doorclose,lightrain,running,gate,birdsong,footsteps,money,clearthroat,slidingDoorclose,wind,chairsmoving,bagrustle
[[0.72868603]],[[0.80974716]],[[0.720811]],[[0.5693457]],[[0.5480218]],[[0.59572816]],[[0.69877136]],[[0.7450472]],[[0.6902897]],[[0.6033749]],[[0.6006382]],[[0.71854085]],[[0.7235375]],[[0.]],[[0.7826969]],[[0.7142369]],[[0.7086005]],[[0.8115598]],[[0.6865334]],[[0.6779662]],[[0.69678843]],[[0.7600042]],[[0.630932]],[[0.68730104]],[[0.6173807]],[[0.6191689]],[[0.67130864]],[[0.7457041]],[[0.7217201]],[[0.62994987]],[[0.77235603]],[[0.74292886]]
[[0.6993548]],[[0.7938863]],[[0.63754565]],[[0.5815964]],[[0.6182347]],[[0.6443112]],[[0.70970845]],[[0.71160406]],[[0.7841747]],[[0.6874805]],[[0.708939]],[[0.7408216]],[[0.70201015]],[[0.4365216]],[[0.8354581]],[[0.73471034]],[[0.81056523]],[[0.76057655]],[[0.74568933]],[[0.68169516]],[[0.72828704]],[[0.7484894]],[[0.58464015]],[[0.7599545]],[[0.582805]],[[0.69008636]],[[0.732057]],[[0.4369039]],[[0.74880403]],[[0.6592488]],[[0.70311654]],[[0.7231452]]
[[0.7322005]],[[0.7463432]],[[0.6315919]],[[0.5833598]],[[0.52254957]],[[0.69061184]],[[0.66266644]],[[0.698724]],[[0.7547795]],[[0.67362905]],[[0.58087397]],[[0.7007507]],[[0.67655313]],[[0.44376326]],[[0.7825795]],[[0.7343124]],[[0.7315905]],[[0.6963116]],[[0.76508176]],[[0.67793787]],[[0.64517057]],[[0.7193598]],[[0.63220334]],[[0.6581026]],[[0.64654374]],[[0.69747317]],[[0.67231584]],[[0.68116945]],[[0.7216735]],[[0.6431303]],[[0.6653561]],[[0.6476907]]
[[0.70380986]],[[0.76604813]],[[0.62461305]],[[0.62224805]],[[0.61983216]],[[0.704558]],[[0.666124]],[[0.6693356]],[[0.7167968]],[[0.6248949]],[[0.576427]],[[0.6268169]],[[0.64085925]],[[0.48404795]],[[0.77109635]],[[0.70034367]],[[0.6704629]],[[0.67834246]],[[0.773083]],[[0.70991755]],[[0.7090336]],[[0.7186928]],[[0.5717252]],[[0.6840447]],[[0.65649533]],[[0.65435827]],[[0.68695533]],[[0.6443051]],[[0.77306515]],[[0.61448723]],[[0.8171238]],[[0.6285213]]
[[0.587101]],[[0.6242778]],[[0.59450495]],[[0.60087574]],[[0.5752971]],[[0.58773154]],[[0.6823554]],[[0.5549248]],[[0.6037335]],[[0.69470596]],[[0.5880799]],[[0.49124706]],[[0.5923384]],[[0.63035333]],[[0.5937367]],[[0.7261678]],[[0.66904426]],[[0.6912825]],[[0.7039956]],[[0.6252452]],[[0.64976406]],[[0.6579786]],[[0.11613989]],[[0.6531203]],[[0.68953186]],[[0.59706557]],[[0.55595946]],[[0.6070732]],[[0.7603034]],[[0.57463956]],[[0.73748237]],[[0.60549355]]
[[0.6796122]],[[0.65908927]],[[0.6480558]],[[0.661935]],[[0.626197]],[[0.6325487]],[[0.60210526]],[[0.53731334]],[[0.65213066]],[[0.6262182]],[[0.553108]],[[0.6189998]],[[0.6827501]],[[0.698362]],[[0.63767064]],[[0.6344248]],[[0.64270383]],[[0.6675727]],[[0.55623]],[[0.632325]],[[0.70479506]],[[0.67912984]],[[0.5769959]],[[0.60398436]],[[0.6581118]],[[0.6144508]],[[0.61371094]],[[0.74988157]],[[0.71445644]],[[0.6392802]],[[0.59014857]],[[0.7238898]]
[[0.72757655]],[[0.6134396]],[[0.5729868]],[[0.52611554]],[[0.58702004]],[[0.19829625]],[[0.73058105]],[[0.7161881]],[[0.6137481]],[[0.68718773]],[[0.5786239]],[[0.57449913]],[[0.6244999]],[[0.6129996]],[[0.6154993]],[[0.6673481]],[[0.6661328]],[[0.67136335]],[[0.6578104]],[[0.6679599]],[[0.58065474]],[[0.6692932]],[[0.47491354]],[[0.6354908]],[[0.6675477]],[[0.11319482]],[[0.59684396]],[[0.76371443]],[[0.59196514]],[[0.6433559]],[[0.65697944]],[[0.6918602]]
[[0.7453833]],[[0.6203117]],[[0.5753748]],[[0.61362064]],[[0.60845166]],[[0.64876455]],[[0.7394674]],[[0.72979134]],[[0.73553294]],[[0.7186944]],[[0.64837515]],[[0.70196664]],[[0.63238144]],[[0.56651354]],[[0.6821948]],[[0.7744132]],[[0.783729]],[[0.76899225]],[[0.7681063]],[[0.7090094]],[[0.67410815]],[[0.7642256]],[[0.6304501]],[[0.7468801]],[[0.7479205]],[[0.6450001]],[[0.6965679]],[[0.7151329]],[[0.70838684]],[[0.6750395]],[[0.6112549]],[[0.7467461]]
[[0.7416136]],[[0.6883422]],[[0.64361143]],[[0.64347684]],[[0.59028584]],[[0.650229]],[[0.7361763]],[[0.67742735]],[[0.8053771]],[[0.71456456]],[[0.57961166]],[[0.70069015]],[[0.6542926]],[[0.57440317]],[[0.7456214]],[[0.76927435]],[[0.7675325]],[[0.6657059]],[[0.75651795]],[[0.715664]],[[0.6621845]],[[0.6681506]],[[0.6478159]],[[0.7095179]],[[0.76850563]],[[0.6166418]],[[0.6451282]],[[0.8145926]],[[0.64019257]],[[0.67419064]],[[0.7243596]],[[0.7204048]]
[[0.6999763]],[[0.7133054]],[[0.53884315]],[[0.6154289]],[[0.6310187]],[[0.6557014]],[[0.642046]],[[0.6785156]],[[0.72454154]],[[0.7178993]],[[0.5945689]],[[0.6535315]],[[0.6101303]],[[0.6902615]],[[0.7772609]],[[0.6308645]],[[0.68241924]],[[0.64608026]],[[0.75448483]],[[0.6547511]],[[0.6478061]],[[0.676203]],[[0.5357335]],[[0.5686137]],[[0.65331376]],[[0.65812063]],[[0.6295612]],[[0.6749885]],[[0.6759244]],[[0.6779187]],[[0.73956084]],[[0.5702908]]
[[0.76010466]],[[0.7340956]],[[0.72437084]],[[0.6766139]],[[0.61535317]],[[0.6648061]],[[0.78978634]],[[0.73016346]],[[0.68222696]],[[0.79605293]],[[0.71939945]],[[0.63626283]],[[0.64484406]],[[0.5842516]],[[0.752269]],[[0.77186155]],[[0.7166889]],[[0.78195935]],[[0.70979965]],[[0.6273943]],[[0.76683867]],[[0.656401]],[[0.694702]],[[0.7997473]],[[0.63092726]],[[0.6631979]],[[0.7153213]],[[0.76488155]],[[0.8022506]],[[0.6933382]],[[0.74394476]],[[0.6776335]]
[[0.78042555]],[[0.712831]],[[0.71380633]],[[0.5568048]],[[0.52506685]],[[0.6671753]],[[0.82306546]],[[0.72575045]],[[0.84632415]],[[0.8083275]],[[0.6584736]],[[0.7058748]],[[0.6606774]],[[0.5068605]],[[0.71693003]],[[0.83749443]],[[0.8106278]],[[0.74847376]],[[0.8626983]],[[0.7741113]],[[0.74485993]],[[0.72543025]],[[0.6437945]],[[0.75584865]],[[0.68688214]],[[0.6770281]],[[0.6924921]],[[0.734324]],[[0.77343667]],[[0.7134654]],[[0.6984895]],[[0.6987877]]
[[0.7894154]],[[0.6586305]],[[0.5996194]],[[0.60429704]],[[0.56821775]],[[0.7417133]],[[0.6352415]],[[0.633963]],[[0.7929658]],[[0.64329493]],[[0.67545855]],[[0.70658517]],[[0.659851]],[[0.5326826]],[[0.69641197]],[[0.62719345]],[[0.77611995]],[[0.67039704]],[[0.7667054]],[[0.6980562]],[[0.66825676]],[[0.62319577]],[[0.6866827]],[[0.5985718]],[[0.6945739]],[[0.70803404]],[[0.7083667]],[[0.6018932]],[[0.7345161]],[[0.59720135]],[[0.66506463]],[[0.6849263]]
[[0.72080183]],[[0.7270284]],[[0.64150625]],[[0.61529994]],[[0.44732606]],[[0.6874286]],[[0.7865529]],[[0.69184226]],[[0.76033723]],[[0.7847238]],[[0.56456834]],[[0.6195122]],[[0.6010675]],[[0.5214722]],[[0.7230642]],[[0.7617723]],[[0.77847046]],[[0.71361226]],[[0.77533233]],[[0.7288976]],[[0.7122637]],[[0.718283]],[[0.6568593]],[[0.7170056]],[[0.6332661]],[[0.6188214]],[[0.6466707]],[[0.66126394]],[[0.7966243]],[[0.62033343]],[[0.6570593]],[[0.62572813]]
[[0.68642914]],[[0.6240015]],[[0.6509618]],[[0.5837538]],[[0.6471821]],[[0.6504129]],[[0.6028699]],[[0.5649295]],[[0.67427874]],[[0.57452995]],[[0.56469667]],[[0.62831277]],[[0.5459498]],[[0.64534134]],[[0.6342007]],[[0.7371429]],[[0.7254433]],[[0.66686344]],[[0.62294567]],[[0.4729514]],[[0.69125813]],[[0.65799767]],[[0.5701324]],[[0.6373489]],[[0.82332796]],[[0.5757303]],[[0.589597]],[[0.7282807]],[[0.72369695]],[[0.56163025]],[[0.49300718]],[[0.64827263]]
[[0.7320013]],[[0.60782933]],[[0.6371621]],[[0.6786695]],[[0.6459809]],[[0.69515014]],[[0.57729036]],[[0.64359665]],[[0.693009]],[[0.686212]],[[0.5593792]],[[0.6761422]],[[0.6522544]],[[0.68110895]],[[0.6072184]],[[0.6344286]],[[0.68188506]],[[0.68708324]],[[0.6876949]],[[0.5252526]],[[0.5959213]],[[0.6205804]],[[0.6988872]],[[0.65116435]],[[0.7733474]],[[0.6621779]],[[0.704602]],[[0.7089738]],[[0.60990053]],[[0.742155]],[[0.6542177]],[[0.6722499]]
[[0.71526325]],[[0.6615881]],[[0.6530946]],[[0.50251865]],[[0.44081032]],[[0.5576099]],[[0.68458587]],[[0.65858835]],[[0.6024381]],[[0.67931265]],[[0.44905984]],[[0.58565354]],[[0.611148]],[[0.5911515]],[[0.64820343]],[[0.57885]],[[0.70689654]],[[0.69032097]],[[0.6666566]],[[0.5689093]],[[0.62251353]],[[0.62291145]],[[0.6214824]],[[0.6553301]],[[0.5973748]],[[0.5086789]],[[0.60745203]],[[0.71926165]],[[0.62524664]],[[0.65290874]],[[0.5808732]],[[0.71424735]]
[[0.7170212]],[[0.6539313]],[[0.6687094]],[[0.5399947]],[[0.58227044]],[[0.5007939]],[[0.7263658]],[[0.6885369]],[[0.81309664]],[[0.6480912]],[[0.6962228]],[[0.6632623]],[[0.64851856]],[[0.5792214]],[[0.7232499]],[[0.7177758]],[[0.79992324]],[[0.69519854]],[[0.7460027]],[[0.6301572]],[[0.7114043]],[[0.64838874]],[[0.56605947]],[[0.6639612]],[[0.4907695]],[[0.52068335]],[[0.58973444]],[[0.6783416]],[[0.78989494]],[[0.60935]],[[0.7503053]],[[0.70363575]]
[[0.7410566]],[[0.73698264]],[[0.613642]],[[0.57369155]],[[0.64630187]],[[0.54378355]],[[0.7398037]],[[0.7529671]],[[0.7959964]],[[0.7335615]],[[0.7067818]],[[0.6397469]],[[0.6944643]],[[0.60658306]],[[0.77681977]],[[0.78730935]],[[0.7562268]],[[0.7676575]],[[0.7733762]],[[0.7095123]],[[0.7737261]],[[0.67809826]],[[0.5984598]],[[0.6659467]],[[0.48998684]],[[0.5774049]],[[0.6488774]],[[0.6609445]],[[0.8347393]],[[0.6784866]],[[0.7461152]],[[0.72950923]]
[[0.6581533]],[[0.7110996]],[[0.6579657]],[[0.50473726]],[[0.405972]],[[0.6517236]],[[0.7850972]],[[0.63756424]],[[0.6813096]],[[0.72601104]],[[0.58858156]],[[0.6345395]],[[0.66354805]],[[0.6152997]],[[0.6877024]],[[0.68847764]],[[0.76719624]],[[0.65767395]],[[0.7311693]],[[0.72497153]],[[0.73455477]],[[0.60737085]],[[0.58010864]],[[0.70416987]],[[0.5842422]],[[0.6438188]],[[0.63500404]],[[0.7014214]],[[0.78029275]],[[0.6156825]],[[0.7228457]],[[0.6817043]]
[[0.7196754]],[[0.76294696]],[[0.64700776]],[[0.48097742]],[[0.39177084]],[[0.58543843]],[[0.74924225]],[[0.73295236]],[[0.6727327]],[[0.65205586]],[[0.53058183]],[[0.6732934]],[[0.6566645]],[[0.6096631]],[[0.72393674]],[[0.5591308]],[[0.7061012]],[[0.6308402]],[[0.74981344]],[[0.6958109]],[[0.66860765]],[[0.66494876]],[[0.68174183]],[[0.6870115]],[[0.6082791]],[[0.6120846]],[[0.604955]],[[0.7275326]],[[0.7184574]],[[0.6873969]],[[0.69043976]],[[0.7235937]]
[[0.7633281]],[[0.6610403]],[[0.57231796]],[[0.48217344]],[[0.5333459]],[[0.6375625]],[[0.6503959]],[[0.6258194]],[[0.7047818]],[[0.7506786]],[[0.62907135]],[[0.59369546]],[[0.72600347]],[[0.7232235]],[[0.7123303]],[[0.65954995]],[[0.6843391]],[[0.70167285]],[[0.7048967]],[[0.5626131]],[[0.6167645]],[[0.6487222]],[[0.6544203]],[[0.59599817]],[[0.59039736]],[[0.5972498]],[[0.64367384]],[[0.7070778]],[[0.6730218]],[[0.67111576]],[[0.68696773]],[[0.60783696]]
[[0.66910857]],[[0.6733671]],[[0.6544677]],[[0.55219626]],[[0.58682454]],[[0.6901833]],[[0.7056643]],[[0.7248968]],[[0.6652236]],[[0.72710884]],[[0.63856494]],[[0.59550536]],[[0.68383133]],[[0.680634]],[[0.69419575]],[[0.68255323]],[[0.64202636]],[[0.67078406]],[[0.67158484]],[[0.67940444]],[[0.65647674]],[[0.7026942]],[[0.6575792]],[[0.5614712]],[[0.6326144]],[[0.66426545]],[[0.5933823]],[[0.78989875]],[[0.7509459]],[[0.6578729]],[[0.75368416]],[[0.6492115]]
[[0.7935121]],[[0.6577566]],[[0.60491693]],[[0.38525355]],[[0.5734962]],[[0.6512472]],[[0.72265816]],[[0.6871363]],[[0.8071066]],[[0.7330079]],[[0.62852794]],[[0.72461224]],[[0.75521725]],[[0.6220426]],[[0.71596307]],[[0.7035665]],[[0.80913985]],[[0.662687]],[[0.77622133]],[[0.6836473]],[[0.7661021]],[[0.7260831]],[[0.70124096]],[[0.7256852]],[[0.584854]],[[0.64935166]],[[0.658559]],[[0.7082812]],[[0.80132526]],[[0.710937]],[[0.72610545]],[[0.752064]]
[[0.62083054]],[[0.69662976]],[[0.6187258]],[[0.61354977]],[[0.5072243]],[[0.678745]],[[0.6875246]],[[0.68075824]],[[0.6997108]],[[0.6929431]],[[0.608567]],[[0.6336381]],[[0.6085152]],[[0.7138713]],[[0.69344497]],[[0.7106178]],[[0.76006925]],[[0.6904304]],[[0.67573327]],[[0.59886545]],[[0.6923594]],[[0.6941516]],[[0.5794042]],[[0.6686764]],[[0.61233]],[[0.6534917]],[[0.5952301]],[[0.7827357]],[[0.73974323]],[[0.66536885]],[[0.6538197]],[[0.7494221]]
[[0.59557456]],[[0.5998554]],[[0.69398475]],[[0.6808431]],[[0.5850396]],[[0.72480196]],[[0.7601913]],[[0.70632356]],[[0.6916427]],[[0.7248933]],[[0.7189248]],[[0.5545455]],[[0.60412943]],[[0.6825843]],[[0.7171812]],[[0.78700346]],[[0.77570105]],[[0.7554601]],[[0.6876484]],[[0.63328004]],[[0.748214]],[[0.74468815]],[[0.59504116]],[[0.68340254]],[[0.60675657]],[[0.7084651]],[[0.6030481]],[[0.7661623]],[[0.8174077]],[[0.5970446]],[[0.7164748]],[[0.6650139]]
[[0.6366137]],[[0.6076718]],[[0.7221789]],[[0.6822473]],[[0.64642406]],[[0.74589425]],[[0.6937401]],[[0.6884383]],[[0.67531073]],[[0.6935332]],[[0.6968504]],[[0.5489112]],[[0.5676148]],[[0.71752805]],[[0.70942223]],[[0.7376747]],[[0.70668375]],[[0.8022913]],[[0.6747094]],[[0.63439363]],[[0.6807395]],[[0.7125964]],[[0.61851144]],[[0.63672835]],[[0.65811205]],[[0.68907917]],[[0.6000342]],[[0.7812611]],[[0.78342044]],[[0.6983005]],[[0.689536]],[[0.7347088]]
[[0.6525957]],[[0.6657535]],[[0.67821467]],[[0.6965084]],[[0.57062566]],[[0.6599088]],[[0.7099018]],[[0.6902057]],[[0.62424433]],[[0.68603677]],[[0.63353366]],[[0.5166936]],[[0.6445451]],[[0.6422996]],[[0.67704463]],[[0.72491103]],[[0.6656876]],[[0.76707184]],[[0.6926621]],[[0.6450802]],[[0.70444477]],[[0.707729]],[[0.58507836]],[[0.65910286]],[[0.68371266]],[[0.6128151]],[[0.64993435]],[[0.8190942]],[[0.75126743]],[[0.6813195]],[[0.78784174]],[[0.71144396]]
[[0.70538986]],[[0.78399634]],[[0.7267037]],[[0.6261329]],[[0.5218218]],[[0.54785615]],[[0.7408773]],[[0.72284704]],[[0.68542546]],[[0.7439461]],[[0.5273634]],[[0.634937]],[[0.6768083]],[[0.5251683]],[[0.7250587]],[[0.63891405]],[[0.7326297]],[[0.69493484]],[[0.7455076]],[[0.68953586]],[[0.60137063]],[[0.6952431]],[[0.6526374]],[[0.6620151]],[[0.6201537]],[[0.5634014]],[[0.7168038]],[[0.7597715]],[[0.66195536]],[[0.6265124]],[[0.81526077]],[[0.7012068]]
[[0.6511544]],[[0.6690376]],[[0.59250903]],[[0.61503875]],[[0.46524787]],[[0.604481]],[[0.670106]],[[0.64042526]],[[0.63671994]],[[0.6458262]],[[0.5584115]],[[0.6706537]],[[0.67046237]],[[0.59339017]],[[0.63243955]],[[0.5645837]],[[0.6641391]],[[0.50619996]],[[0.708846]],[[0.6076634]],[[0.6029438]],[[0.69369286]],[[0.6867273]],[[0.58665776]],[[0.7036332]],[[0.58982813]],[[0.6457151]],[[0.7569368]],[[0.6338818]],[[0.7138566]],[[0.75864446]],[[0.66307163]]
[[0.72365063]],[[0.75983346]],[[0.6734569]],[[0.62602997]],[[0.5515015]],[[0.5673653]],[[0.73808455]],[[0.69384325]],[[0.76626927]],[[0.7446704]],[[0.6091362]],[[0.6381327]],[[0.75892586]],[[0.58646715]],[[0.7466688]],[[0.62503946]],[[0.75667834]],[[0.69683754]],[[0.7680063]],[[0.74436086]],[[0.6816914]],[[0.6863042]],[[0.6808151]],[[0.69186807]],[[0.5320429]],[[0.60930145]],[[0.7197908]],[[0.77613986]],[[0.6921918]],[[0.5837682]],[[0.82725203]],[[0.7040806]]
[[0.6923666]],[[0.763578]],[[0.69967216]],[[0.7209556]],[[0.66581064]],[[0.7071305]],[[0.75959706]],[[0.7897284]],[[0.80681473]],[[0.68900824]],[[0.75693667]],[[0.74628794]],[[0.68942654]],[[0.70611084]],[[0.7846893]],[[0.71896106]],[[0.7941092]],[[0.71778035]],[[0.77266693]],[[0.7181106]],[[0.81322336]],[[0.6786628]],[[0.740174]],[[0.7755512]],[[0.6110281]],[[0.7090465]],[[0.7161561]],[[0.72706056]],[[0.84243524]],[[0.6437431]],[[0.7958392]],[[0.70413506]]
[[0.7370565]],[[0.6743295]],[[0.6398824]],[[0.5601174]],[[0.52834487]],[[0.5696106]],[[0.7453439]],[[0.70653653]],[[0.72092825]],[[0.74396986]],[[0.6141304]],[[0.5896562]],[[0.6454767]],[[0.5642691]],[[0.75793016]],[[0.67775947]],[[0.7312323]],[[0.6885432]],[[0.6811266]],[[0.67414]],[[0.666231]],[[0.7205634]],[[0.6496015]],[[0.6384859]],[[0.57269025]],[[0.5569225]],[[0.67588615]],[[0.7824758]],[[0.69344735]],[[0.67284286]],[[0.7345281]],[[0.6322575]]
[[0.75576]],[[0.8067466]],[[0.67245525]],[[0.60784835]],[[0.5631704]],[[0.5728098]],[[0.7800415]],[[0.7841676]],[[0.71898997]],[[0.77542496]],[[0.62089]],[[0.6076025]],[[0.7177559]],[[0.55269665]],[[0.7836216]],[[0.6548738]],[[0.732823]],[[0.7829529]],[[0.7819742]],[[0.70112205]],[[0.68001866]],[[0.63936436]],[[0.71560097]],[[0.73262167]],[[0.55335796]],[[0.56705445]],[[0.6987779]],[[0.7893395]],[[0.69912827]],[[0.73182476]],[[0.754549]],[[0.7448936]]
[[0.676843]],[[0.6545888]],[[0.67091954]],[[0.6665931]],[[0.6460455]],[[0.7028273]],[[0.7066987]],[[0.6303475]],[[0.6995201]],[[0.6514399]],[[0.63652396]],[[0.6379466]],[[0.66868806]],[[0.7030981]],[[0.72670215]],[[0.66349876]],[[0.6868724]],[[0.7070215]],[[0.67688924]],[[0.6341315]],[[0.6646466]],[[0.77356243]],[[0.59834963]],[[0.61103517]],[[0.6287894]],[[0.6815866]],[[0.6908121]],[[0.6769556]],[[0.71970826]],[[0.6456237]],[[0.7015896]],[[0.60765314]]
[[0.75398004]],[[0.7112396]],[[0.7138693]],[[0.5697556]],[[0.45064008]],[[0.5969914]],[[0.80239767]],[[0.6636428]],[[0.72673213]],[[0.75019133]],[[0.62776756]],[[0.59907883]],[[0.64823306]],[[0.5666947]],[[0.75236994]],[[0.7387142]],[[0.7278795]],[[0.68357277]],[[0.7756148]],[[0.64491594]],[[0.71600485]],[[0.6662806]],[[0.65286094]],[[0.7111584]],[[0.59520173]],[[0.5729918]],[[0.6500975]],[[0.6715565]],[[0.7453853]],[[0.6916839]],[[0.6888415]],[[0.62425125]]
[[0.7306748]],[[0.7444428]],[[0.6157404]],[[0.5670601]],[[0.5374706]],[[0.65303135]],[[0.7128392]],[[0.70446324]],[[0.7474106]],[[0.7037785]],[[0.56520164]],[[0.6802535]],[[0.692636]],[[0.5905542]],[[0.7754044]],[[0.65739685]],[[0.70035505]],[[0.7407302]],[[0.754806]],[[0.66702014]],[[0.64413434]],[[0.72365236]],[[0.6732185]],[[0.6813479]],[[0.55318105]],[[0.63997924]],[[0.6762967]],[[0.7275674]],[[0.686257]],[[0.65391934]],[[0.73643005]],[[0.7502929]]
[[0.7316624]],[[0.77417797]],[[0.62993]],[[0.4972461]],[[0.55257255]],[[0.6581624]],[[0.75075793]],[[0.7039877]],[[0.8444947]],[[0.70796764]],[[0.68980503]],[[0.67122906]],[[0.73476034]],[[0.5105571]],[[0.8162955]],[[0.6697322]],[[0.7525971]],[[0.6483445]],[[0.87329024]],[[0.724354]],[[0.758376]],[[0.724503]],[[0.70990026]],[[0.68919194]],[[0.53476775]],[[0.6704316]],[[0.6797326]],[[0.6453155]],[[0.78512895]],[[0.6343141]],[[0.7644491]],[[0.6174479]]
[[0.730302]],[[0.66929173]],[[0.5521269]],[[0.7207063]],[[0.71276665]],[[0.70335734]],[[0.79635066]],[[0.6439852]],[[0.7116758]],[[0.7318922]],[[0.7091435]],[[0.70195484]],[[0.5749562]],[[0.7658478]],[[0.64917064]],[[0.629336]],[[0.74037486]],[[0.56250817]],[[0.7924852]],[[0.7229046]],[[0.74792075]],[[0.6848806]],[[0.7328247]],[[0.6954987]],[[0.73057616]],[[0.769478]],[[0.69624203]],[[0.748849]],[[0.7744162]],[[0.6620057]],[[0.6801527]],[[0.5588792]]
[[0.6853602]],[[0.6471314]],[[0.76578784]],[[0.7319356]],[[0.6963344]],[[0.76313007]],[[0.7999535]],[[0.7576016]],[[0.6808883]],[[0.74536663]],[[0.8027516]],[[0.5944425]],[[0.60652006]],[[0.75756514]],[[0.7551799]],[[0.83046174]],[[0.7788619]],[[0.79699004]],[[0.7520801]],[[0.6749872]],[[0.79044324]],[[0.79323494]],[[0.6549665]],[[0.71824855]],[[0.67377174]],[[0.7706691]],[[0.6138853]],[[0.8490338]],[[0.85721636]],[[0.6962902]],[[0.74963814]],[[0.80159044]]
[[0.61818707]],[[0.52576184]],[[0.7147223]],[[0.66901356]],[[0.6167853]],[[0.68598545]],[[0.73714036]],[[0.69877535]],[[0.6497322]],[[0.73953295]],[[0.75007963]],[[0.50975496]],[[0.6636854]],[[0.7165832]],[[0.6463515]],[[0.7737132]],[[0.7844464]],[[0.7638645]],[[0.81092227]],[[0.6850902]],[[0.757378]],[[0.6942314]],[[0.5690603]],[[0.67743456]],[[0.68263894]],[[0.66709155]],[[0.60713017]],[[0.7330032]],[[0.8029976]],[[0.5861423]],[[0.6751209]],[[0.6850624]]
[[0.7456025]],[[0.64987916]],[[0.67505807]],[[0.66971064]],[[0.7178697]],[[0.6671816]],[[0.64099765]],[[0.61384773]],[[0.7895723]],[[0.7426405]],[[0.54993737]],[[0.7476642]],[[0.7236908]],[[0.75893205]],[[0.62574685]],[[0.61768866]],[[0.8077219]],[[0.538893]],[[0.63081974]],[[0.68294597]],[[0.55979776]],[[0.7094527]],[[0.7163038]],[[0.6858328]],[[0.72847044]],[[0.65003836]],[[0.6718493]],[[0.6379887]],[[0.6112374]],[[0.7066343]],[[0.7607859]],[[0.67353314]]
[[0.75821453]],[[0.7321597]],[[0.6344667]],[[0.618471]],[[0.5424741]],[[0.73105216]],[[0.73906136]],[[0.6588766]],[[0.7031032]],[[0.7172134]],[[0.62463653]],[[0.6466754]],[[0.6975414]],[[0.65202534]],[[0.78902674]],[[0.69319755]],[[0.72248316]],[[0.7302685]],[[0.70242184]],[[0.6730919]],[[0.61431587]],[[0.65384]],[[0.7086177]],[[0.6112528]],[[0.64482707]],[[0.6979784]],[[0.71867454]],[[0.7035032]],[[0.7397567]],[[0.62962633]],[[0.7135025]],[[0.6373304]]
[[0.6813528]],[[0.6815283]],[[0.74966776]],[[0.8101885]],[[0.75447416]],[[0.6939639]],[[0.80161315]],[[0.7660185]],[[0.6971899]],[[0.79112196]],[[0.78562057]],[[0.620846]],[[0.6120155]],[[0.751194]],[[0.7311799]],[[0.8253799]],[[0.74706995]],[[0.7720651]],[[0.7939528]],[[0.74955046]],[[0.7324847]],[[0.7285121]],[[0.74576414]],[[0.7020345]],[[0.73650104]],[[0.7224659]],[[0.6554367]],[[0.7365288]],[[0.81848735]],[[0.730119]],[[0.65086126]],[[0.7187301]]
[[0.6914939]],[[0.606846]],[[0.7057077]],[[0.64092934]],[[0.58051485]],[[0.594653]],[[0.70578545]],[[0.65762407]],[[0.64387167]],[[0.73792183]],[[0.6611743]],[[0.66764975]],[[0.6646295]],[[0.7638169]],[[0.6549534]],[[0.6385393]],[[0.75163954]],[[0.70206267]],[[0.73681]],[[0.61463153]],[[0.64205796]],[[0.7195346]],[[0.6671113]],[[0.70072114]],[[0.6569263]],[[0.5763811]],[[0.6180019]],[[0.6846356]],[[0.6816982]],[[0.693662]],[[0.53113705]],[[0.7555281]]
[[0.7560464]],[[0.62984055]],[[0.72374713]],[[0.7455875]],[[0.5897771]],[[0.6593229]],[[0.8134166]],[[0.7385933]],[[0.68881994]],[[0.80516887]],[[0.7341306]],[[0.58500904]],[[0.699708]],[[0.68114364]],[[0.62343407]],[[0.71452636]],[[0.72141397]],[[0.7954496]],[[0.72530186]],[[0.637291]],[[0.71197265]],[[0.57428813]],[[0.7039827]],[[0.70890343]],[[0.5884936]],[[0.7148947]],[[0.66697174]],[[0.76293975]],[[0.8027036]],[[0.6175828]],[[0.6477688]],[[0.5541923]]
[[0.7295293]],[[0.66301095]],[[0.7367054]],[[0.67945766]],[[0.61551386]],[[0.7466464]],[[0.7926248]],[[0.7231723]],[[0.71129286]],[[0.7741692]],[[0.7349513]],[[0.6309736]],[[0.590767]],[[0.600716]],[[0.695681]],[[0.7377204]],[[0.804417]],[[0.7134684]],[[0.71761894]],[[0.67330825]],[[0.8294937]],[[0.8136683]],[[0.67090166]],[[0.6672707]],[[0.6999633]],[[0.73396975]],[[0.65117735]],[[0.7877354]],[[0.86238587]],[[0.71017927]],[[0.6968167]],[[0.6703595]]
[[0.5990399]],[[0.70736617]],[[0.65247774]],[[0.6638391]],[[0.638106]],[[0.6515149]],[[0.5998771]],[[0.69307387]],[[0.6342361]],[[0.629066]],[[0.57119715]],[[0.6724261]],[[0.6623181]],[[0.66951627]],[[0.6769724]],[[0.6190595]],[[0.7933903]],[[0.7131855]],[[0.66271317]],[[0.67081034]],[[0.60603154]],[[0.62978065]],[[0.6545237]],[[0.6102617]],[[0.66558826]],[[0.6668553]],[[0.64893264]],[[0.67054945]],[[0.67858493]],[[0.69158566]],[[0.75428]],[[0.72627735]]
