cough,pushbike,drawer,cooking,keys,slidingDoorclose,train,lake,switch,buspassby,footstepsongrass,lightrain,chairsmoving,doorclose,knock,mindthegap,motorbike,birdsong,keylock,wind,trolley,bagrustle,laughter,footsteps,gate,checkoutbeeps,running,doorslam,speech,clearthroat,money,phone
[[0.]],[[0.84361356]],[[0.8325977]],[[0.76408386]],[[0.7545352]],[[0.9167509]],[[0.80784756]],[[0.9007203]],[[0.7672924]],[[0.85254216]],[[0.8436273]],[[0.87202]],[[0.82094926]],[[0.8395309]],[[0.5735647]],[[0.777447]],[[0.8853241]],[[0.8115679]],[[0.76038647]],[[0.7008299]],[[0.8055908]],[[0.7012869]],[[0.546255]],[[0.81030077]],[[0.84949]],[[0.9384625]],[[0.7146547]],[[0.807004]],[[0.7563293]],[[0.8723848]],[[0.7338797]],[[0.7248585]]
[[0.64770967]],[[0.91547084]],[[0.9391229]],[[0.7961794]],[[0.84953165]],[[0.85271066]],[[0.8153108]],[[0.78662425]],[[0.8916886]],[[0.79827404]],[[0.85247797]],[[0.8597057]],[[0.7805089]],[[0.8213514]],[[0.8469293]],[[0.8244692]],[[0.88804364]],[[0.6596633]],[[0.7676835]],[[0.68837786]],[[0.80740047]],[[0.74960124]],[[0.72553647]],[[0.881486]],[[0.8309914]],[[0.96032035]],[[0.7265013]],[[0.8154701]],[[0.7047446]],[[0.52080226]],[[0.7822474]],[[0.8083379]]
[[0.6003369]],[[0.94269276]],[[0.83366925]],[[0.8008292]],[[0.8812326]],[[0.9080615]],[[0.8022858]],[[0.8755574]],[[0.789448]],[[0.8738777]],[[0.85325146]],[[0.82033134]],[[0.7171288]],[[0.83495855]],[[0.7489851]],[[0.64459056]],[[0.8412987]],[[0.7487321]],[[0.8232208]],[[0.5918021]],[[0.90619284]],[[0.812534]],[[0.6005834]],[[0.8289514]],[[0.96306086]],[[0.8774091]],[[0.7976708]],[[0.77342933]],[[0.7847146]],[[0.89533234]],[[0.80966896]],[[0.75688696]]
[[0.54271567]],[[0.88793874]],[[0.8116033]],[[0.7948717]],[[0.7981167]],[[0.91209567]],[[0.7686163]],[[0.8843441]],[[0.7241232]],[[0.82601696]],[[0.8218311]],[[0.8298061]],[[0.87273705]],[[0.8105762]],[[0.5196205]],[[0.7416848]],[[0.8653314]],[[0.841524]],[[0.8583445]],[[0.7100353]],[[0.8310553]],[[0.7859676]],[[0.70471585]],[[0.7556618]],[[0.8843244]],[[0.85695934]],[[0.7414965]],[[0.80012214]],[[0.83123314]],[[0.835257]],[[0.7691958]],[[0.72464156]]
[[0.72384787]],[[0.70074296]],[[0.85619503]],[[0.7836591]],[[0.76711136]],[[0.7764201]],[[0.5794885]],[[0.8417833]],[[0.7265585]],[[0.7986972]],[[0.7404458]],[[0.7876156]],[[0.82403517]],[[0.7716472]],[[0.7257653]],[[0.8021481]],[[0.75885904]],[[0.75796676]],[[0.89443505]],[[0.72816014]],[[0.7671236]],[[0.8341143]],[[0.68124735]],[[0.6813493]],[[0.7541569]],[[0.88560456]],[[0.14596224]],[[0.7456269]],[[0.76327765]],[[0.83872736]],[[0.6960824]],[[0.65770286]]
[[0.7876065]],[[0.75729084]],[[0.6716011]],[[0.8567966]],[[0.8187534]],[[0.82408345]],[[0.7625154]],[[0.8801257]],[[0.61071897]],[[0.8569427]],[[0.73195326]],[[0.8377412]],[[0.8331799]],[[0.88104296]],[[0.8968221]],[[0.79544175]],[[0.7909161]],[[0.72153956]],[[0.69092983]],[[0.73540044]],[[0.79065216]],[[0.7163543]],[[0.76609635]],[[0.72540116]],[[0.86626923]],[[0.7750871]],[[0.68618786]],[[0.8490683]],[[0.7920573]],[[0.8683926]],[[0.83001834]],[[0.75151706]]
[[0.84725124]],[[0.6424972]],[[0.79101527]],[[0.9280801]],[[0.8221649]],[[0.7568562]],[[0.63341606]],[[0.8932792]],[[0.77901584]],[[0.8745795]],[[0.30869675]],[[0.79663414]],[[0.76360625]],[[0.69061464]],[[0.8194742]],[[0.8129975]],[[0.7313248]],[[0.7112098]],[[0.82729095]],[[0.7841269]],[[0.6675632]],[[0.8371774]],[[0.73884106]],[[0.10270727]],[[0.7903699]],[[0.84380436]],[[0.59033245]],[[0.66177106]],[[0.694669]],[[0.89660454]],[[0.8118881]],[[0.7519548]]
[[0.7619264]],[[0.77182066]],[[0.8174795]],[[0.7387512]],[[0.8915515]],[[0.8563928]],[[0.79917765]],[[0.8963515]],[[0.8510536]],[[0.90461344]],[[0.8069558]],[[0.87297195]],[[0.6894399]],[[0.6998056]],[[0.7898599]],[[0.7236026]],[[0.822908]],[[0.7344733]],[[0.8454571]],[[0.8076738]],[[0.77971804]],[[0.7323787]],[[0.7171874]],[[0.752836]],[[0.8568655]],[[0.86318046]],[[0.7732077]],[[0.8947308]],[[0.73404115]],[[0.85625184]],[[0.8314531]],[[0.7663455]]
[[0.6797486]],[[0.7837621]],[[0.81183124]],[[0.67668974]],[[0.7448347]],[[0.81887066]],[[0.7425163]],[[0.8037713]],[[0.7950303]],[[0.8612124]],[[0.83726335]],[[0.7683475]],[[0.7584422]],[[0.71790695]],[[0.64036345]],[[0.72853756]],[[0.81746686]],[[0.6346451]],[[0.8314141]],[[0.6639875]],[[0.8088763]],[[0.6727557]],[[0.6107768]],[[0.7648115]],[[0.7084537]],[[0.8327094]],[[0.6772835]],[[0.799756]],[[0.7381397]],[[0.8508761]],[[0.6585094]],[[0.6139904]]
[[0.7582295]],[[0.8850758]],[[0.8095272]],[[0.6579343]],[[0.82880116]],[[0.6910376]],[[0.73941565]],[[0.8328034]],[[0.7944002]],[[0.7774024]],[[0.7651737]],[[0.72856987]],[[0.75335956]],[[0.67623174]],[[0.80922246]],[[0.6809752]],[[0.8426327]],[[0.65437883]],[[0.75140435]],[[0.65082747]],[[0.82066095]],[[0.67975444]],[[0.6853048]],[[0.74938434]],[[0.7118553]],[[0.8548634]],[[0.6612526]],[[0.68108726]],[[0.708089]],[[0.7956814]],[[0.7701719]],[[0.75865775]]
[[0.7816072]],[[0.7307216]],[[0.8520709]],[[0.7985042]],[[0.93507016]],[[0.79606277]],[[0.8679737]],[[0.90240246]],[[0.9293236]],[[0.9449721]],[[0.8091973]],[[0.8669172]],[[0.7986971]],[[0.8927378]],[[0.790475]],[[0.90407676]],[[0.8524504]],[[0.7970376]],[[0.9402]],[[0.8168341]],[[0.84164894]],[[0.77344763]],[[0.7340719]],[[0.750522]],[[0.92238545]],[[0.8835887]],[[0.82088983]],[[0.798776]],[[0.8067924]],[[0.8790324]],[[0.8811777]],[[0.87719953]]
[[0.73790944]],[[0.785123]],[[0.84735906]],[[0.7166159]],[[0.92673415]],[[0.84450066]],[[0.81721383]],[[0.8615527]],[[0.875048]],[[0.91645354]],[[0.8306932]],[[0.9183838]],[[0.6686033]],[[0.8677527]],[[0.8264169]],[[0.8798771]],[[0.8633552]],[[0.83621216]],[[0.92960787]],[[0.817053]],[[0.8333175]],[[0.8033421]],[[0.65923846]],[[0.754324]],[[0.96410125]],[[0.8567738]],[[0.7641846]],[[0.85312593]],[[0.74439234]],[[0.7915009]],[[0.90930426]],[[0.85557604]]
[[0.6569399]],[[0.84901845]],[[0.88393366]],[[0.79436547]],[[0.8407297]],[[0.96578974]],[[0.7632139]],[[0.8393947]],[[0.7900861]],[[0.8984457]],[[0.8298546]],[[0.85205364]],[[0.6990249]],[[0.8310901]],[[0.7134808]],[[0.79006195]],[[0.83702916]],[[0.7768979]],[[0.83670175]],[[0.8102962]],[[0.8443569]],[[0.70987284]],[[0.70767987]],[[0.82313615]],[[0.8150881]],[[0.875846]],[[0.7736005]],[[0.7907733]],[[0.7602757]],[[0.8738861]],[[0.82365644]],[[0.7959845]]
[[0.68010795]],[[0.71061933]],[[0.769612]],[[0.72141254]],[[0.8344885]],[[0.8521272]],[[0.700372]],[[0.904508]],[[0.8280694]],[[0.8804456]],[[0.78753114]],[[0.7803509]],[[0.76753134]],[[0.75166434]],[[0.6838201]],[[0.8037328]],[[0.7913985]],[[0.78267366]],[[0.7782501]],[[0.70368886]],[[0.8237138]],[[0.7560104]],[[0.52948904]],[[0.6904452]],[[0.79594326]],[[0.8567517]],[[0.6998472]],[[0.6809959]],[[0.73421615]],[[0.79937965]],[[0.7632284]],[[0.7105243]]
[[0.73407274]],[[0.76623356]],[[0.67442894]],[[0.6416014]],[[0.750088]],[[0.8859978]],[[0.7624362]],[[0.766848]],[[0.73275506]],[[0.8644491]],[[0.72843623]],[[0.78993976]],[[0.739105]],[[0.766379]],[[0.78057516]],[[0.80112207]],[[0.7820423]],[[0.7427106]],[[0.7561577]],[[0.61467654]],[[0.7869831]],[[0.7097403]],[[0.64260685]],[[0.61144793]],[[0.7714431]],[[0.81057054]],[[0.6817714]],[[0.7318218]],[[0.75573504]],[[0.885471]],[[0.61736625]],[[0.5444726]]
[[0.7669387]],[[0.76298296]],[[0.83733666]],[[0.7928989]],[[0.8103739]],[[0.81142443]],[[0.9133751]],[[0.8797456]],[[0.7567259]],[[0.9612194]],[[0.80230284]],[[0.81784606]],[[0.70826966]],[[0.79347974]],[[0.79798836]],[[0.72113645]],[[0.83220506]],[[0.7516117]],[[0.65632]],[[0.7390839]],[[0.8834954]],[[0.8478207]],[[0.70644844]],[[0.6983106]],[[0.858148]],[[0.90985]],[[0.83473027]],[[0.8102793]],[[0.8796481]],[[0.8977443]],[[0.82890356]],[[0.75279784]]
[[0.70959735]],[[0.7451682]],[[0.83955705]],[[0.7266166]],[[0.7983638]],[[0.85993266]],[[0.7779545]],[[0.8597987]],[[0.7429166]],[[0.87238836]],[[0.68660617]],[[0.83361435]],[[0.7258407]],[[0.8003087]],[[0.7781192]],[[0.72820026]],[[0.85367066]],[[0.6665346]],[[0.7981125]],[[0.6950533]],[[0.84807986]],[[0.88411415]],[[0.4843591]],[[0.59583366]],[[0.7742908]],[[0.9345691]],[[0.7295748]],[[0.6921501]],[[0.65039164]],[[0.8699462]],[[0.7158528]],[[0.73522604]]
[[0.73543704]],[[0.83861315]],[[0.89402986]],[[0.7776071]],[[0.8319125]],[[0.9180714]],[[0.80166095]],[[0.9576696]],[[0.8718003]],[[0.90606594]],[[0.70141184]],[[0.85979205]],[[0.9099472]],[[0.8169895]],[[0.76764715]],[[0.770208]],[[0.89467347]],[[0.70791745]],[[0.85186434]],[[0.6899035]],[[0.88280356]],[[0.8817236]],[[0.70654297]],[[0.62717855]],[[0.90321964]],[[0.9101029]],[[0.7005199]],[[0.79329324]],[[0.75735277]],[[0.90796375]],[[0.8080188]],[[0.7830117]]
[[0.74329895]],[[0.8816437]],[[0.97970486]],[[0.90581715]],[[0.8672422]],[[0.9695592]],[[0.97752583]],[[1.0229298]],[[1.030403]],[[0.89567703]],[[0.85348856]],[[0.9194165]],[[1.0327386]],[[0.9101783]],[[0.8809851]],[[0.9085772]],[[0.98737025]],[[0.7614273]],[[0.78984696]],[[0.7866282]],[[0.8736894]],[[0.8565129]],[[0.82927996]],[[0.8074672]],[[0.9752011]],[[1.0615678]],[[0.8992936]],[[0.92237246]],[[0.8632606]],[[0.8777698]],[[0.94137]],[[0.91263926]]
[[0.80095524]],[[0.74046046]],[[0.9140584]],[[0.72661936]],[[0.7572151]],[[0.82490903]],[[0.75448865]],[[0.8177546]],[[0.7363671]],[[0.8284937]],[[0.77647984]],[[0.7383925]],[[0.6796359]],[[0.7821308]],[[0.74684584]],[[0.77626884]],[[0.7892655]],[[0.64878803]],[[0.8777498]],[[0.65744126]],[[0.7975967]],[[0.79527617]],[[0.47595942]],[[0.6809846]],[[0.7156127]],[[0.7877439]],[[0.60858595]],[[0.71762776]],[[0.7089062]],[[0.8821638]],[[0.6396312]],[[0.6678237]]
[[0.68574023]],[[0.7464257]],[[0.798823]],[[0.81191313]],[[0.7673838]],[[0.8264295]],[[0.80714405]],[[0.86703205]],[[0.79829246]],[[0.82794404]],[[0.6927185]],[[0.82881784]],[[0.8096053]],[[0.7205749]],[[0.6836816]],[[0.7577621]],[[0.8431423]],[[0.67675775]],[[0.79708695]],[[0.70201457]],[[0.8554542]],[[0.8391333]],[[0.47908533]],[[0.61826074]],[[0.734358]],[[0.88626254]],[[0.7527027]],[[0.62719]],[[0.551708]],[[0.82334435]],[[0.6917932]],[[0.74565256]]
[[0.77823496]],[[0.74972063]],[[0.69916165]],[[0.58680123]],[[0.7466098]],[[0.7428521]],[[0.7454771]],[[0.7925137]],[[0.66702616]],[[0.86595875]],[[0.76116866]],[[0.74186856]],[[0.73690665]],[[0.70686954]],[[0.7993749]],[[0.7916014]],[[0.7754696]],[[0.68955225]],[[0.7722701]],[[0.6958342]],[[0.82234573]],[[0.8140916]],[[0.64921725]],[[0.6908939]],[[0.7730942]],[[0.8072947]],[[0.6870192]],[[0.751064]],[[0.5687067]],[[0.80709654]],[[0.7015627]],[[0.5887556]]
[[0.7986026]],[[0.77561694]],[[0.7866542]],[[0.78123933]],[[0.8416488]],[[0.84781855]],[[0.7527956]],[[0.8045396]],[[0.79377913]],[[0.8034357]],[[0.794686]],[[0.7963296]],[[0.7471385]],[[0.85270846]],[[0.7858138]],[[0.8498961]],[[0.7980604]],[[0.701553]],[[0.8495501]],[[0.6882684]],[[0.7721774]],[[0.8228837]],[[0.7498513]],[[0.71754634]],[[0.7605405]],[[0.7399194]],[[0.7557541]],[[0.72912216]],[[0.68820953]],[[0.8669256]],[[0.67576766]],[[0.7075509]]
[[0.83587384]],[[0.7702915]],[[0.84708345]],[[0.9080472]],[[0.9584475]],[[0.9210236]],[[0.92482173]],[[1.0609144]],[[0.95518935]],[[0.8281604]],[[0.8385427]],[[0.9796764]],[[0.9214575]],[[0.85610497]],[[0.8495197]],[[0.89782983]],[[0.7620524]],[[0.7574153]],[[0.90911293]],[[0.843436]],[[0.87754154]],[[0.8613742]],[[0.7857002]],[[0.8355909]],[[0.9571748]],[[0.8889732]],[[0.9336112]],[[0.84646547]],[[0.5653152]],[[0.8926008]],[[0.8989916]],[[0.8222102]]
[[0.9871224]],[[0.8666211]],[[0.95080984]],[[0.9074988]],[[0.87671345]],[[0.9254478]],[[0.8916594]],[[0.9058808]],[[0.90563375]],[[0.9472103]],[[0.89237964]],[[0.8686993]],[[0.90389276]],[[0.93870795]],[[0.95287395]],[[0.9551351]],[[0.91659296]],[[0.8090652]],[[0.98069423]],[[0.88994944]],[[0.9077586]],[[0.93415356]],[[0.8694364]],[[0.868099]],[[0.89957845]],[[0.83361983]],[[0.8797859]],[[0.9411458]],[[0.9840148]],[[1.002444]],[[0.9312371]],[[0.9221695]]
[[0.7969774]],[[0.76815194]],[[0.7817899]],[[0.70470613]],[[0.77428526]],[[0.79665303]],[[0.65109605]],[[0.71420324]],[[0.7497549]],[[0.8204785]],[[0.7883365]],[[0.76841676]],[[0.820416]],[[0.71477276]],[[0.70878]],[[0.7585807]],[[0.71960163]],[[0.59152913]],[[0.848018]],[[0.70566314]],[[0.7786113]],[[0.65262103]],[[0.64803004]],[[0.7210233]],[[0.7194944]],[[0.8513236]],[[0.6529443]],[[0.78117204]],[[0.7118212]],[[0.8479803]],[[0.6342609]],[[0.62979794]]
[[0.9007164]],[[0.8951898]],[[0.856471]],[[0.71655273]],[[0.9120858]],[[0.93645155]],[[0.84334457]],[[0.80825174]],[[0.9201911]],[[0.9372076]],[[0.8611856]],[[0.8852617]],[[0.83783424]],[[0.7704086]],[[0.810005]],[[0.8564497]],[[0.8226087]],[[0.7465265]],[[0.92668307]],[[0.8148967]],[[0.8613684]],[[0.7778461]],[[0.795479]],[[0.80608845]],[[0.88600934]],[[0.8809252]],[[0.83834267]],[[0.86015165]],[[0.8746593]],[[0.873605]],[[0.7000122]],[[0.7166674]]
[[0.7431358]],[[0.7765711]],[[0.7808723]],[[0.6763721]],[[0.7608659]],[[0.7988079]],[[0.6193959]],[[0.7432012]],[[0.69508994]],[[0.8159636]],[[0.8235352]],[[0.68654853]],[[0.85308945]],[[0.7001107]],[[0.6898705]],[[0.74739224]],[[0.73816794]],[[0.6744981]],[[0.8119325]],[[0.712013]],[[0.79937905]],[[0.6734273]],[[0.62621534]],[[0.72770584]],[[0.67532074]],[[0.8504986]],[[0.6835047]],[[0.7420887]],[[0.6544628]],[[0.8431341]],[[0.626939]],[[0.6136317]]
[[0.67748463]],[[0.86646587]],[[0.92768234]],[[0.68685937]],[[0.7984631]],[[0.7752416]],[[0.66499317]],[[0.80732244]],[[0.74153954]],[[0.8098769]],[[0.74853367]],[[0.72277784]],[[0.8618841]],[[0.6511492]],[[0.7195474]],[[0.80468714]],[[0.8810457]],[[0.6180287]],[[0.790589]],[[0.6696902]],[[0.7343744]],[[0.7126159]],[[0.69679964]],[[0.69943863]],[[0.6888064]],[[0.9173414]],[[0.68664694]],[[0.5962986]],[[0.6244897]],[[0.83144593]],[[0.7325487]],[[0.7089101]]
[[0.63974774]],[[0.83372056]],[[0.79432297]],[[0.84753335]],[[0.7883291]],[[0.8631586]],[[0.74916404]],[[0.85458964]],[[0.7904304]],[[0.88824666]],[[0.7734276]],[[0.79593396]],[[0.82246363]],[[0.8168396]],[[0.67152226]],[[0.6045819]],[[0.7718203]],[[0.83339417]],[[0.85188174]],[[0.8009623]],[[0.83160967]],[[0.8382473]],[[0.72899556]],[[0.77765846]],[[0.73275775]],[[0.8985121]],[[0.75863844]],[[0.7635373]],[[0.76217806]],[[0.8350775]],[[0.78307945]],[[0.7115736]]
[[0.6754679]],[[0.8515785]],[[0.853417]],[[0.8209507]],[[0.7517035]],[[0.77846116]],[[0.7250117]],[[0.71129715]],[[0.71771115]],[[0.8124765]],[[0.703153]],[[0.74930125]],[[0.8773912]],[[0.64593005]],[[0.69759905]],[[0.6801852]],[[0.8167103]],[[0.6077951]],[[0.81256336]],[[0.59674454]],[[0.6946451]],[[0.7998938]],[[0.6905004]],[[0.70144296]],[[0.7592515]],[[0.82272476]],[[0.70196974]],[[0.6205207]],[[0.6867827]],[[0.82155085]],[[0.7149659]],[[0.73256075]]
[[0.8356017]],[[0.80856144]],[[0.87733626]],[[0.8720385]],[[0.8274534]],[[0.8335071]],[[0.7626417]],[[0.86287487]],[[0.8641393]],[[0.8488046]],[[0.7310835]],[[0.7889829]],[[0.8423587]],[[0.7324343]],[[0.7793766]],[[0.7830477]],[[0.81257886]],[[0.6959269]],[[0.8337132]],[[0.6435716]],[[0.75131667]],[[0.7615243]],[[0.761664]],[[0.7409347]],[[0.77577615]],[[0.9065173]],[[0.7901968]],[[0.7333251]],[[0.7491832]],[[0.7947738]],[[0.7927762]],[[0.8205476]]
[[0.71727324]],[[0.72781116]],[[0.8394007]],[[0.7030046]],[[0.7571987]],[[0.699285]],[[0.690215]],[[0.7799425]],[[0.76389766]],[[0.87390876]],[[0.5969845]],[[0.7597861]],[[0.8001766]],[[0.63821495]],[[0.6481261]],[[0.78012395]],[[0.77039266]],[[0.5531223]],[[0.80314505]],[[0.6821937]],[[0.69399405]],[[0.6616167]],[[0.6013955]],[[0.5300411]],[[0.7067565]],[[0.85400856]],[[0.6652809]],[[0.6371398]],[[0.6457104]],[[0.84399015]],[[0.68267083]],[[0.73207587]]
[[0.8495242]],[[0.83884144]],[[0.959335]],[[0.9028652]],[[0.9440907]],[[0.7686717]],[[0.8100074]],[[0.880585]],[[0.9375689]],[[0.874179]],[[0.83655626]],[[0.838851]],[[0.855336]],[[0.63750815]],[[0.7467381]],[[0.83318937]],[[0.8857783]],[[0.74048483]],[[0.93476766]],[[0.8291865]],[[0.894019]],[[0.79693675]],[[0.7071223]],[[0.8015803]],[[0.8236625]],[[0.9779231]],[[0.8649229]],[[0.73216116]],[[0.74542105]],[[0.87343466]],[[0.867965]],[[0.8602082]]
[[0.76300824]],[[0.8394602]],[[0.6657715]],[[0.68163955]],[[0.78695667]],[[0.80996877]],[[0.63602114]],[[0.7681226]],[[0.70221436]],[[0.799075]],[[0.8186153]],[[0.72027326]],[[0.7929362]],[[0.7233189]],[[0.73633343]],[[0.7325629]],[[0.82514775]],[[0.6902128]],[[0.8168817]],[[0.7144912]],[[0.7776838]],[[0.63643026]],[[0.669253]],[[0.7445743]],[[0.6941984]],[[0.8892435]],[[0.69838256]],[[0.715833]],[[0.75672793]],[[0.8233504]],[[0.6454404]],[[0.64033556]]
[[0.6037333]],[[0.82015115]],[[0.79206896]],[[0.81944036]],[[0.78514576]],[[0.82867944]],[[0.7401156]],[[0.88802445]],[[0.7495389]],[[0.8378054]],[[0.76323116]],[[0.83820534]],[[0.8400557]],[[0.78547096]],[[0.65364933]],[[0.7185726]],[[0.8694395]],[[0.7690517]],[[0.85403085]],[[0.7866927]],[[0.82644606]],[[0.7582667]],[[0.7075595]],[[0.76265436]],[[0.8103708]],[[0.8632291]],[[0.74961936]],[[0.7387554]],[[0.75450134]],[[0.7432263]],[[0.7779049]],[[0.7935673]]
[[0.7478996]],[[0.8200421]],[[0.7611067]],[[0.6567037]],[[0.8501078]],[[0.90282273]],[[0.6898973]],[[0.7933661]],[[0.7954302]],[[0.82968116]],[[0.8364526]],[[0.73213357]],[[0.84839725]],[[0.79146814]],[[0.739424]],[[0.8355261]],[[0.84904146]],[[0.6097801]],[[0.83825874]],[[0.66020334]],[[0.8246037]],[[0.7112237]],[[0.72937536]],[[0.76868963]],[[0.6943708]],[[0.881911]],[[0.7303329]],[[0.77889645]],[[0.7638333]],[[0.85906446]],[[0.6820539]],[[0.73224866]]
[[0.6471547]],[[0.8289908]],[[0.7918105]],[[0.7343933]],[[0.80320066]],[[0.88109714]],[[0.7550618]],[[0.87494355]],[[0.70539147]],[[0.9183846]],[[0.737456]],[[0.88624036]],[[0.8277285]],[[0.7677413]],[[0.6902472]],[[0.7729262]],[[0.82275885]],[[0.6970376]],[[0.82644236]],[[0.754024]],[[0.81357557]],[[0.72662884]],[[0.5906037]],[[0.7357253]],[[0.79076016]],[[0.8071809]],[[0.77390134]],[[0.74537164]],[[0.66648304]],[[0.78262395]],[[0.6903933]],[[0.72365814]]
[[0.7550696]],[[0.7802819]],[[0.8625529]],[[0.61582947]],[[0.84879684]],[[0.8335881]],[[0.78420854]],[[0.7768519]],[[0.7944273]],[[0.8153964]],[[0.75175035]],[[0.7061645]],[[0.7563517]],[[0.68696535]],[[0.7314359]],[[0.72550356]],[[0.78461444]],[[0.7336068]],[[0.8587369]],[[0.82508296]],[[0.7914382]],[[0.66114676]],[[0.79238904]],[[0.8234865]],[[0.7383349]],[[0.7131654]],[[0.85545206]],[[0.76206225]],[[0.73664916]],[[0.8629569]],[[0.8012474]],[[0.7597525]]
[[0.9332638]],[[0.88275486]],[[0.89264]],[[0.7472137]],[[0.9675978]],[[0.9686151]],[[0.78841513]],[[0.8033916]],[[0.9392466]],[[0.9281945]],[[0.8858489]],[[0.94424564]],[[0.88034934]],[[0.8961874]],[[0.8957675]],[[0.8716459]],[[0.82451266]],[[0.80250394]],[[0.9949601]],[[0.8848792]],[[0.8274555]],[[0.912804]],[[0.86686814]],[[0.85599864]],[[0.90180665]],[[0.8215577]],[[0.8371855]],[[0.9489477]],[[0.8499802]],[[0.9628272]],[[0.72616076]],[[0.88214767]]
[[0.8063258]],[[0.6689224]],[[0.7490324]],[[0.75485843]],[[0.7673904]],[[0.8862905]],[[0.5961571]],[[0.6669979]],[[0.789695]],[[0.7628561]],[[0.7867564]],[[0.75111014]],[[0.7471063]],[[0.8223437]],[[0.7670761]],[[0.84760666]],[[0.6490853]],[[0.62637347]],[[0.8136526]],[[0.7035912]],[[0.64995444]],[[0.6819386]],[[0.71486545]],[[0.76209146]],[[0.7430107]],[[0.9165006]],[[0.648218]],[[0.8157362]],[[0.72338814]],[[0.890772]],[[0.65856516]],[[0.6789899]]
[[0.84295183]],[[0.72495574]],[[0.84932107]],[[0.8503833]],[[0.8599012]],[[0.7549464]],[[0.8936529]],[[0.9244984]],[[0.8204092]],[[0.84376836]],[[0.76815665]],[[0.88361686]],[[0.7386161]],[[0.830868]],[[0.9018435]],[[0.78422505]],[[0.81750757]],[[0.72099686]],[[0.76685566]],[[0.78459966]],[[0.767985]],[[0.6773696]],[[0.8365934]],[[0.74723876]],[[0.8585508]],[[0.88365257]],[[0.8351912]],[[0.88225096]],[[0.78956425]],[[0.7347893]],[[0.85263836]],[[0.7873315]]
[[0.8810965]],[[0.8065402]],[[0.8689307]],[[0.83240294]],[[0.96435225]],[[0.8879855]],[[0.79405725]],[[0.85961556]],[[0.86234105]],[[0.8273631]],[[0.87691313]],[[0.73668027]],[[0.84959006]],[[0.75841624]],[[0.8058144]],[[0.80970305]],[[0.7917544]],[[0.7813567]],[[0.9621501]],[[0.7671393]],[[0.76241875]],[[0.8239838]],[[0.85747325]],[[0.8528544]],[[0.7503481]],[[0.7914927]],[[0.794962]],[[0.73037523]],[[0.83537877]],[[0.88308805]],[[0.85869765]],[[0.8401232]]
[[0.94516295]],[[0.90416855]],[[0.80251884]],[[0.7959683]],[[0.9713601]],[[0.95801675]],[[0.78041834]],[[0.7685509]],[[0.9403794]],[[0.78125536]],[[0.8423853]],[[0.83906496]],[[0.91457915]],[[0.8571922]],[[0.8691035]],[[0.9304245]],[[0.89090765]],[[0.7976806]],[[1.0134916]],[[0.89800686]],[[0.8216195]],[[0.7509655]],[[0.8336319]],[[0.8806169]],[[0.8406513]],[[0.83080375]],[[0.8479289]],[[0.82907426]],[[0.8698045]],[[0.91987646]],[[0.8581256]],[[0.8862976]]
[[0.7924723]],[[0.74237716]],[[0.8364347]],[[0.74575007]],[[0.76400805]],[[0.86659336]],[[0.785475]],[[0.84700674]],[[0.7596947]],[[0.85950035]],[[0.7770901]],[[0.80297625]],[[0.83944875]],[[0.763962]],[[0.76144755]],[[0.78990877]],[[0.7750251]],[[0.68787265]],[[0.85409105]],[[0.7926893]],[[0.8236164]],[[0.8740847]],[[0.799886]],[[0.8042306]],[[0.6893937]],[[0.7717558]],[[0.7636759]],[[0.74408525]],[[0.73821527]],[[0.8795029]],[[0.6869968]],[[0.7267188]]
[[0.93637663]],[[0.776801]],[[0.8115603]],[[0.7266104]],[[0.879895]],[[0.89704794]],[[0.67491376]],[[0.65009046]],[[0.8118851]],[[0.69899446]],[[0.8484278]],[[0.6930052]],[[0.8173579]],[[0.8208513]],[[0.76942205]],[[0.766618]],[[0.7223115]],[[0.6531004]],[[0.8423043]],[[0.7252415]],[[0.67863464]],[[0.684169]],[[0.8471933]],[[0.8944357]],[[0.707778]],[[0.7443948]],[[0.7294724]],[[0.8075901]],[[0.8198501]],[[0.90120673]],[[0.74396384]],[[0.7038644]]
[[0.8232612]],[[0.71145016]],[[0.80160296]],[[0.68946624]],[[0.8542924]],[[0.8570733]],[[0.782326]],[[0.88045776]],[[0.7396002]],[[0.8555082]],[[0.80043495]],[[0.84196496]],[[0.7763494]],[[0.7095538]],[[0.7466113]],[[0.76121104]],[[0.73450685]],[[0.6942074]],[[0.8493163]],[[0.7681611]],[[0.7606179]],[[0.6826485]],[[0.70758945]],[[0.76960945]],[[0.6605642]],[[0.8045243]],[[0.69033265]],[[0.84191877]],[[0.7930859]],[[0.90680534]],[[0.70733243]],[[0.7282229]]
[[0.754776]],[[0.83079237]],[[0.7085951]],[[0.83844495]],[[0.85508615]],[[0.85970616]],[[0.67650634]],[[0.7653649]],[[0.7299438]],[[0.79940856]],[[0.7701639]],[[0.6540038]],[[0.77994114]],[[0.74477303]],[[0.70284426]],[[0.7695766]],[[0.843696]],[[0.7968322]],[[0.8583425]],[[0.7787508]],[[0.7615057]],[[0.82408357]],[[0.68993175]],[[0.7208762]],[[0.76472557]],[[0.87373126]],[[0.6992409]],[[0.61485374]],[[0.73719275]],[[0.8473629]],[[0.73976874]],[[0.7318795]]
